11	6	4	23	37	23	30	3	3	6	35	24	23	29	1	2	4	4	29	33	11	17	49	16	11	6
5	6	13	46	28	29	20	4	31	8	62	30	43	3	11	61	3	4	12	5	46	62	8	27	14	7
6	5	3	52	7	10	5	41	14	1	76	4	13	3	76	16	25	10	3	1	4	41	12	18	1	1
71	10	75	31	7	17	11	3	23	13	3	16	1	11	14	3	39	55	17	71	17	13	10	17	71	10
22	3	38	3	4	22	6	16	7	1	15	39	18	3	52	8	26	3	40	5	28	6	34	19	5	19
7	39	6	12	17	21	15	6	7	6	125	68	6	142	18	12	6	5	6	9	1	12	10	40	27	21
61	7	27	31	2	26	12	35	26	18	6	33	15	34	48	1	11	11	6	36	22	2	2	5	61	7
15	6	20	6	48	3	18	35	19	6	47	9	50	29	4	1	13	28	9	15	16	10	7	4	15	6
22	32	15	9	18	50	27	66	6	2	2	38	7	2	15	31	6	18	3	1	39	3	24	9	7	22
1	24	21	6	7	28	12	44	30	9	41	71	4	6	15	6	30	11	38	44	11	12	17	1	24	21
16	38	25	5	1	15	29	7	43	4	12	4	4	11	45	9	4	1	9	52	3	35	45	4	19	16
21	29	46	4	38	9	39	71	5	9	3	16	12	18	19	6	1	15	137	7	8	12	7	109	46	6
9	15	17	19	3	14	4	35	3	34	10	18	6	3	8	7	52	8	1	103	2	5	10	11	22	9
6	18	22	22	21	15	1	3	38	3	7	40	4	27	2	62	30	3	6	6	17	27	2	92	5	6
6	18	5	29	30	14	12	30	39	16	39	1	7	20	83	11	11	3	28	41	8	3	20	10	45	34
27	8	14	1	11	12	27	21	9	5	47	6	29	4	9	24	11	76	18	9	12	93	8	41	9	2
6	22	12	2	47	3	21	30	4	20	15	10	7	5	5	8	93	6	6	7	2	34	16	19	46	59
56	23	6	37	5	7	11	3	8	55	13	32	25	23	19	4	7	71	23	6	21	3	10	11	18	56
10	2	2	1	11	18	19	29	27	2	17	14	9	15	18	1	9	22	1	2	30	16	17	8	10	2
8	2	2	21	1	12	6	55	24	2	5	7	25	43	5	6	5	18	8	22	5	7	1	21	14	8
2	30	53	22	58	13	2	24	16	55	10	20	21	18	3	37	14	40	5	30	14	8	7	2	23	2
2	7	12	13	8	28	10	21	83	32	28	5	16	62	1	15	11	22	39	2	39	21	54	15	2	28
9	14	13	22	9	2	5	19	27	21	14	19	6	8	26	66	2	11	1	11	47	24	6	4	35	42
3	12	2	29	3	6	5	7	16	4	3	15	2	12	8	14	20	18	19	16	14	17	11	5	27	69
16	16	37	17	7	6	18	24	34	52	6	5	6	1	13	6	7	75	2	11	6	66	5	42	39	4
27	14	71	18	3	33	15	20	1	40	6	5	8	7	44	50	15	54	57	77	4	18	13	16	27	14
24	18	3	28	9	1	17	18	25	4	40	23	19	11	18	7	16	22	11	10	27	32	11	5	2	8
25	48	3	3	4	7	38	2	8	34	9	23	26	10	30	17	9	1	6	112	10	5	19	9	29	25
3	10	1	17	26	11	6	16	23	36	20	12	17	37	6	19	2	7	6	6	12	34	72	6	40	3
21	66	1	6	16	23	4	23	3	12	59	2	2	5	19	27	46	12	4	15	17	113	6	3	34	5
11	69	3	5	45	5	2	15	42	7	2	17	3	14	27	6	41	6	1	16	17	83	8	16	2	4
36	24	5	13	6	26	10	17	4	8	18	8	11	16	2	28	7	11	28	21	1	84	1	69	15	2
14	21	35	33	1	22	38	6	13	12	55	21	6	21	17	14	2	25	46	16	5	4	29	43	29	14
6	26	1	6	9	1	36	69	3	10	10	1	1	24	4	66	2	52	14	11	39	6	11	69	68	6
2	2	19	4	11	4	18	14	26	20	6	6	10	32	12	6	15	10	15	38	2	20	14	13	19	1
2	24	13	4	28	5	3	25	24	2	53	39	28	8	3	1	125	29	9	5	13	4	8	3	18	12
1	30	3	4	3	4	5	9	10	1	45	15	3	69	12	7	38	18	12	6	4	3	49	16	36	7
40	39	64	29	24	22	10	46	29	29	9	46	71	47	23	1	8	11	5	21	1	7	13	2	7	3
22	9	31	12	2	1	5	42	17	5	9	25	30	14	13	24	17	17	6	39	68	6	24	7	30	22
15	8	3	30	3	76	9	23	13	2	30	42	12	6	29	2	5	15	61	1	2	48	6	2	15	8
