2	1	1	9	20	0	1	16	4	7	0	0	4	0	4	4	0	14	3	6	10	17	16	16	0	6
1	1	19	0	10	7	7	16	2	3	3	0	6	0	7	2	3	0	3	6	2	0	3	0	2	2
8	1	7	0	0	4	2	1	8	1	15	4	3	0	0	1	3	1	1	4	0	1	6	0	1	2
0	6	8	3	6	1	1	3	3	3	7	0	6	8	3	3	5	0	8	6	6	4	11	2	10	0
0	20	0	0	0	2	0	0	2	2	2	14	0	3	1	5	13	0	6	0	16	1	7	11	4	3
14	20	0	22	4	0	0	14	1	0	15	10	1	11	6	2	0	6	0	5	1	2	2	1	0	5
11	1	0	6	3	0	0	16	0	6	0	7	0	7	0	4	3	2	1	7	2	3	0	2	7	6
3	0	0	4	0	15	8	4	5	4	14	0	4	1	1	0	1	5	1	1	20	8	1	2	12	1
3	0	6	0	0	11	2	4	0	4	13	2	15	1	15	0	13	19	8	8	6	2	10	1	8	1
16	7	0	0	0	5	0	0	2	20	5	5	1	0	0	5	12	3	0	10	0	2	0	14	10	0
12	5	4	0	3	6	2	11	1	15	1	2	16	17	6	12	2	5	20	2	9	5	22	10	4	7
4	15	0	5	6	1	4	14	15	1	5	3	20	15	10	10	2	0	12	14	1	10	0	0	2	0
1	14	3	5	0	17	1	1	8	2	1	0	7	0	14	1	12	7	18	1	10	1	13	13	4	2
6	4	5	16	4	0	6	3	7	2	0	0	14	12	7	21	13	20	6	0	9	2	18	22	3	0
3	1	11	25	6	5	1	5	4	1	1	0	2	11	5	0	1	1	0	1	16	5	6	6	2	0
17	2	0	5	2	16	8	1	3	2	8	5	0	2	0	7	8	4	3	1	3	2	8	8	10	15
4	9	7	0	12	6	4	0	0	4	3	10	2	0	3	1	0	1	1	8	7	1	11	1	18	3
5	5	7	1	9	1	4	11	0	4	1	3	1	0	2	0	2	1	1	5	0	2	4	10	15	5
1	20	7	2	3	14	8	0	9	0	1	8	4	11	6	3	17	3	7	0	0	0	0	1	6	4
3	0	0	5	16	15	1	4	7	0	2	2	0	3	19	7	16	0	2	0	0	0	5	5	11	0
9	1	7	0	1	7	8	36	1	3	20	0	2	0	14	6	15	0	2	12	2	5	1	11	0	20
0	1	10	17	15	5	2	11	3	4	1	0	4	3	4	10	4	1	20	1	2	8	0	7	0	3
14	6	1	6	11	0	2	3	12	10	2	19	0	4	2	0	1	1	1	3	15	14	7	0	7	2
11	0	2	1	7	16	0	12	2	12	1	1	0	8	3	0	1	11	1	1	3	0	11	0	1	13
12	12	12	9	3	12	1	5	8	0	0	4	6	1	6	11	4	2	1	3	1	1	0	3	11	0
2	8	6	0	1	10	0	6	3	6	1	5	3	0	2	0	4	1	10	2	0	2	9	7	0	2
0	7	4	4	0	0	7	0	4	10	7	17	3	2	0	5	0	1	7	2	11	11	8	6	14	3
15	1	0	3	1	11	5	4	7	15	9	0	5	8	0	8	14	8	0	6	0	4	15	3	6	12
6	11	9	2	3	4	11	3	12	3	12	2	7	6	3	10	0	8	0	4	6	12	14	11	12	2
7	5	3	0	1	6	10	0	0	0	2	22	12	11	3	0	0	8	0	3	6	14	8	1	7	13
6	0	0	1	5	2	1	2	0	1	2	8	8	0	3	0	1	0	11	1	8	5	4	15	2	10
0	2	12	14	2	1	5	15	11	8	0	9	1	1	2	0	6	0	1	6	6	0	2	10	14	0
8	2	3	15	12	6	6	1	1	2	4	6	13	13	0	0	0	0	11	5	6	0	0	7	16	6
5	0	4	8	7	13	6	2	6	4	21	14	14	0	5	11	2	1	7	2	14	11	0	11	6	1
2	1	1	15	3	6	3	20	8	0	15	2	2	0	26	1	8	3	0	0	2	13	4	8	1	1
15	4	19	13	4	2	0	0	0	0	2	0	0	1	0	7	11	0	11	4	5	10	0	9	5	7
3	2	16	1	0	3	0	10	0	1	10	13	5	0	22	4	1	1	7	1	5	0	10	8	0	11
1	14	2	2	0	5	10	4	2	2	17	15	2	22	2	0	3	3	0	1	0	2	6	11	11	8
11	2	5	6	0	11	1	0	2	0	6	2	8	0	12	12	1	1	9	2	3	4	0	0	0	4
0	4	7	0	12	2	8	0	11	7	2	7	1	14	0	2	1	0	6	15	2	4	1	4	0	1
7	7	2	6	5	2	10	10	4	2	2	16	0	1	8	13	2	3	2	0	14	1	9	0	4	6
0	0	1	11	8	4	4	12	7	5	11	1	13	23	1	1	6	2	17	4	0	26	1	5	0	5
6	12	20	1	1	8	5	7	16	1	1	1	0	0	20	1	0	0	0	0	15	1	7	5	0	1
8	9	5	1	12	3	4	15	1	2	0	0	6	7	11	0	0	2	30	4	0	4	2	22	12	3
4	1	9	8	2	10	0	11	2	0	3	8	2	0	5	4	22	0	0	0	12	0	2	6	5	6
2	7	6	2	5	10	1	0	16	2	6	7	1	0	0	11	16	0	0	2	8	3	0	0	14	1
0	3	1	12	8	1	0	6	2	10	11	0	6	6	21	2	1	3	7	20	2	1	6	1	13	3
11	6	11	0	8	6	0	8	1	1	16	0	21	1	5	6	7	6	5	2	4	11	0	15	5	0
0	7	2	1	7	1	5	10	1	6	1	0	2	4	1	6	11	1	0	3	1	12	7	3	16	19
11	9	3	0	10	3	5	6	3	5	16	4	7	0	0	5	0	2	10	7	0	2	0	0	2	5
7	1	0	1	5	5	15	2	7	0	5	8	2	2	6	0	2	0	7	0	0	0	17	6	9	5
0	0	0	8	0	3	5	15	11	2	0	1	2	6	14	3	3	2	4	6	4	1	2	0	2	0
0	8	24	6	8	1	0	5	5	4	3	10	5	8	1	10	0	15	2	3	0	3	1	4	0	1
0	1	6	3	4	15	6	11	10	9	15	1	10	11	0	1	9	6	7	0	13	11	22	6	2	11
1	5	4	7	1	1	3	2	13	13	6	11	2	2	10	10	1	5	0	6	22	18	3	0	4	11
0	1	0	3	2	5	0	4	5	1	1	4	2	4	6	3	10	3	8	1	0	1	3	2	10	22
2	7	12	8	5	2	8	11	3	22	2	5	3	0	2	1	1	19	1	5	2	26	1	7	11	1
11	11	23	6	0	0	12	6	6	0	11	1	1	1	4	10	2	1	22	10	0	13	1	7	8	6
11	6	0	15	2	0	2	4	0	3	6	3	7	5	5	6	10	6	2	0	10	15	6	1	0	2
15	6	0	1	0	0	10	0	1	0	7	13	11	4	0	3	8	2	0	1	18	4	3	11	1	16
0	3	0	3	1	8	1	0	5	5	8	7	2	2	16	3	3	0	0	3	2	6	20	14	0	11
15	26	0	5	2	0	2	7	0	1	20	0	1	1	2	4	8	3	1	11	3	27	0	2	11	2
2	22	0	1	5	0	0	4	4	3	0	7	0	0	5	3	15	1	0	10	12	21	0	0	0	1
8	6	1	2	2	13	3	7	2	4	7	3	4	10	2	11	6	9	15	2	1	17	0	15	11	1
11	1	11	8	0	6	16	2	1	1	0	4	1	4	3	3	1	6	4	6	1	2	0	5	20	10
3	4	0	0	2	1	1	5	22	0	4	6	0	0	5	0	10	0	22	0	6	12	4	0	15	15
0	0	1	2	8	0	2	6	4	10	4	1	2	15	6	5	6	4	4	8	0	0	1	7	7	0
1	5	0	1	15	3	0	9	2	0	24	14	14	2	2	1	17	5	4	2	8	0	3	1	7	2
0	16	0	1	2	2	1	0	1	0	20	5	0	22	1	1	6	8	1	2	1	0	16	2	3	1
14	13	19	2	2	7	1	9	12	9	5	4	23	7	10	1	2	7	0	4	1	2	8	0	1	0
2	2	6	1	1	1	4	7	3	2	1	2	10	0	3	4	13	8	4	2	2	16	3	18	0	17
2	0	1	6	2	15	0	13	4	0	17	4	5	3	11	1	3	8	11	1	0	0	20	0	4	1
